,Parameter_B,Stream_Flow,Stream_LCA,GREET1 sheet,Coproduct allocation method,GREET classification of coproduct,GREET row names_level1,values_level1,Unit,notes,Feedstock,Fuel,Combustion,Credits,,,,Year
177,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Coal,7.02108823236694,mmBtu/ton,,,,,,,,,2022
178,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Natural Gas,38.978377623754525,mmBtu/ton,,,,,,,,,2022
179,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     Petroleum,25.622063692739424,mmBtu/ton,,,,,,,,,2022
180,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",7451.180378632677,gallons/ton,,,,,,,,,2022
181,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
182,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     VOC,1612.3890427461713,g/ton,,,,,,,,,2022
183,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO,6450.988641706657,g/ton,,,,,,,,,2022
184,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     NOx,6969.630465955887,g/ton,,,,,,,,,2022
185,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM10,7232.050657603853,g/ton,,,,,,,,,2022
186,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM2.5,1022.3456944720041,g/ton,,,,,,,,,2022
187,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     SOx,7992.107077500846,g/ton,,,,,,,,,2022
188,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     BC,66.2813016877599,g/ton,,,,,,,,,2022
189,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     OC,92.8039422369046,g/ton,,,,,,,,,2022
190,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CH4,12749.989283143646,g/ton,,,,,,,,,2022
191,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     N2O,1183.6683313709045,g/ton,,,,,,,,,2022
192,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO2,3061392.3974680468,g/ton,,,,,,,,,2022
193,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
194,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     VOC,91.32633535769308,g/ton,,,,,,,,,2022
195,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     CO,227.88267484655088,g/ton,,,,,,,,,2022
196,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     NOx,392.00600971789277,g/ton,,,,,,,,,2022
197,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM10,37.055892282325665,g/ton,,,,,,,,,2022
198,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     PM2.5,30.787294630746032,g/ton,,,,,,,,,2022
199,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     SOx,270.2236437159339,g/ton,,,,,,,,,2022
200,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     BC,2.392625743295731,g/ton,,,,,,,,,2022
201,Conversion: Input Supply Chains,APR-2 Catalyst,Alcohol Synthesis Catalyst,Catalyst,primary product,,     OC,6.35702556134901,g/ton,,,,,,,,,2022
202,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,,,,,,,,,2022
203,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     Total Energy,100.52683197025023,mmBtu/ton,,,,,,,,,2022
204,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     Fossil Fuels,97.47003302699007,mmBtu/ton,,,,,,,,,2022
205,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     Coal,10.540309238988016,mmBtu/ton,,,,,,,,,2022
206,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     Natural Gas,83.02207399963602,mmBtu/ton,,,,,,,,,2022
207,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     Petroleum,3.907649788366047,mmBtu/ton,,,,,,,,,2022
208,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",2993.185590279627,gallons/ton,,,,,,,,,2022
209,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
210,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     VOC,1420.778545031766,g/ton,,,,,,,,,2022
211,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     CO,5018.724521758419,g/ton,,,,,,,,,2022
212,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     NOx,6681.373327072791,g/ton,,,,,,,,,2022
213,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     PM10,615.0899063023652,g/ton,,,,,,,,,2022
214,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     PM2.5,482.117517008297,g/ton,,,,,,,,,2022
215,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     SOx,4245.29134148178,g/ton,,,,,,,,,2022
216,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     BC,56.42323628081495,g/ton,,,,,,,,,2022
217,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     OC,144.20698810963955,g/ton,,,,,,,,,2022
218,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     CH4,18321.701864827468,g/ton,,,,,,,,,2022
219,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     N2O,140.14367759635743,g/ton,,,,,,,,,2022
220,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     CO2,5771883.807017221,g/ton,,,,,,,,,2022
221,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
222,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     VOC,112.69436118675554,g/ton,,,,,,,,,2022
223,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     CO,308.64912687046615,g/ton,,,,,,,,,2022
224,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     NOx,487.121184105216,g/ton,,,,,,,,,2022
225,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     PM10,31.815955875186194,g/ton,,,,,,,,,2022
226,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     PM2.5,27.48264097486274,g/ton,,,,,,,,,2022
227,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     SOx,204.32339337517732,g/ton,,,,,,,,,2022
228,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     BC,1.7641438887644934,g/ton,,,,,,,,,2022
229,Conversion: Input Supply Chains,Beta zeolite catalyst,Beta zeolite catalyst,Catalyst,primary product,,     OC,7.416764724598078,g/ton,,,,,,,,,2022
230,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,"Energy: Btu/g of material throughput, except as noted",0.0,,,,,,,,,,2022
231,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,    Total energy,110.8118639322022,Btu/g,,,,,,,,,2022
232,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,    Fossil fuels,107.44231988182482,Btu/g,,,,,,,,,2022
233,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,    Coal,11.618702094777317,Btu/g,,,,,,,,,2022
234,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,    Natural gas,91.51617122620033,Btu/g,,,,,,,,,2022
235,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,    Petroleum,4.307446560847184,Btu/g,,,,,,,,,2022
236,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,Water consumption (gal/g),0.0032994223318611234,gal/g,,,,,,,,,2022
237,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,"Total emissions: grams/g of material throughput, except as noted",0.0,,,,,,,,,,2022
238,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     VOC,0.0015661402605072106,g/g,,,,,,,,,2022
239,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     CO,0.005532196806747894,g/g,,,,,,,,,2022
240,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     NOx,0.007364953390940847,g/g,,,,,,,,,2022
241,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     PM10,0.0006780205609525191,g/g,,,,,,,,,2022
242,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     PM2.5,0.0005314435921930268,g/g,,,,,,,,,2022
243,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     SOx,0.004679632663884735,g/g,,,,,,,,,2022
244,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     BC,6.21959715513016e-05,g/g,,,,,,,,,2022
245,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     OC,0.0001589609941075944,g/g,,,,,,,,,2022
246,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     CH4,0.02019621920098377,g/g,,,,,,,,,2022
247,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     N2O,0.00015448196096900553,g/g,,,,,,,,,2022
248,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     CO2,6.3624128058164,g/g,,,,,,,,,2022
249,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,"Urban emissions: grams/g of material throughput, except as noted",0.0,,,,,,,,,,2022
250,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     VOC,0.00012422426901355897,g/g,,,,,,,,,2022
251,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     CO,0.00034022742365625127,g/g,,,,,,,,,2022
252,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     NOx,0.0005369591910300607,g/g,,,,,,,,,2022
253,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     PM10,3.507108802908897e-05,g/g,,,,,,,,,2022
254,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     PM2.5,3.0294426000665246e-05,g/g,,,,,,,,,2022
255,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     SOx,0.0002252279876039111,g/g,,,,,,,,,2022
256,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     BC,1.944635762683236e-06,g/g,,,,,,,,,2022
257,Conversion: Input Supply Chains,Boiler Chemicals,Boiler feedwater chemicals,Pyrolysis_IDL,primary product,,     OC,8.175583646389465e-06,g/g,,,,,,,,,2022
258,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,Energy Use: mmBtu/ton of product,0.0,,,,,,,,,,2022
259,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     Total Energy,61.19580161542183,mmBtu/ton,,,,,,,,,2022
260,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     Fossil Fuels,60.62430014775664,mmBtu/ton,,,,,,,,,2022
261,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     Coal,0.972352882438301,mmBtu/ton,,,,,,,,,2022
262,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     Natural Gas,59.52382323601269,mmBtu/ton,,,,,,,,,2022
263,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     Petroleum,0.12812402930565583,mmBtu/ton,,,,,,,,,2022
264,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,"Water consumption, gallons/ton",574.4910703087987,gallons/ton,,,,,,,,,2022
265,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
266,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     VOC,787.1488746708362,g/ton,,,,,,,,,2022
267,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     CO,2575.9325226317083,g/ton,,,,,,,,,2022
268,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     NOx,3437.9730348860194,g/ton,,,,,,,,,2022
269,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     PM10,178.14968643424214,g/ton,,,,,,,,,2022
270,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     PM2.5,167.7347581193978,g/ton,,,,,,,,,2022
271,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     SOx,710.5879813522263,g/ton,,,,,,,,,2022
272,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     BC,25.047557130164904,g/ton,,,,,,,,,2022
273,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     OC,64.03946263513302,g/ton,,,,,,,,,2022
274,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     CH4,11510.921347319465,g/ton,,,,,,,,,2022
275,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     N2O,87.29543035364885,g/ton,,,,,,,,,2022
276,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     CO2,3069105.443600123,g/ton,,,,,,,,,2022
277,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     CO2 (w/ C in VOC & CO),3075606.618223649,g/ton,,,,,,,,,2022
278,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     GHGs (grams/ton),3442463.726860315,g/ton,,,,,,,,,2022
279,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
280,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     VOC,93.86153236082409,g/ton,,,,,,,,,2022
281,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     CO,144.46074325593773,g/ton,,,,,,,,,2022
282,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     NOx,184.80519817536947,g/ton,,,,,,,,,2022
283,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     PM10,6.9348002073898884,g/ton,,,,,,,,,2022
284,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     PM2.5,6.087579566682608,g/ton,,,,,,,,,2022
285,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     SOx,41.802105662314986,g/ton,,,,,,,,,2022
286,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     BC,0.295077908524599,g/ton,,,,,,,,,2022
287,Coproduct Credits,Butanediol,Butanediol,Chemicals,primary product,,     OC,1.1506478195843286,g/ton,,,,,,,,,2022
288,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,Considering ZSM-5 Catalyst as surrogate,,,,,,,,2022
289,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     Total Energy,100.52683197025023,mmBtu/ton,,,,,,,,,2022
290,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     Fossil Fuels,97.47003302699007,mmBtu/ton,,,,,,,,,2022
291,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     Coal,10.540309238988016,mmBtu/ton,,,,,,,,,2022
292,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     Natural Gas,83.02207399963602,mmBtu/ton,,,,,,,,,2022
293,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     Petroleum,3.907649788366047,mmBtu/ton,,,,,,,,,2022
294,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,"Water consumption, gallons/ton",2993.185590279627,gallons/ton,,,,,,,,,2022
295,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,Total Emissions: grams/ton,0.0,,,,,,,,,,2022
296,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     VOC,1420.778545031766,g/ton,,,,,,,,,2022
297,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     CO,5018.724521758419,g/ton,,,,,,,,,2022
298,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     NOx,6681.373327072791,g/ton,,,,,,,,,2022
299,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     PM10,615.0899063023652,g/ton,,,,,,,,,2022
300,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     PM2.5,482.117517008297,g/ton,,,,,,,,,2022
301,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     SOx,4245.29134148178,g/ton,,,,,,,,,2022
302,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     BC,56.42323628081495,g/ton,,,,,,,,,2022
303,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     OC,144.20698810963955,g/ton,,,,,,,,,2022
304,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     CH4,18321.701864827468,g/ton,,,,,,,,,2022
305,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     N2O,140.14367759635743,g/ton,,,,,,,,,2022
306,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     CO2,5771883.807017221,g/ton,,,,,,,,,2022
307,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,Urban Emissions: grams/ton,0.0,,,,,,,,,,2022
308,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     VOC,112.69436118675554,g/ton,,,,,,,,,2022
309,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     CO,308.64912687046615,g/ton,,,,,,,,,2022
310,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     NOx,487.121184105216,g/ton,,,,,,,,,2022
311,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     PM10,31.815955875186194,g/ton,,,,,,,,,2022
312,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     PM2.5,27.48264097486274,g/ton,,,,,,,,,2022
313,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     SOx,204.32339337517732,g/ton,,,,,,,,,2022
314,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     BC,1.7641438887644934,g/ton,,,,,,,,,2022
315,Conversion: Input Supply Chains,Catalysts,ZSM-5 Catalyst,Catalyst,primary product,,     OC,7.416764724598078,g/ton,,,,,,,,,2022
316,Conversion: Input Supply Chains,Condensation Catalyst,Niobium Oxide (Nb2O5),Catalyst,primary product,,Energy Use: mmBtu/ton of product,0.0,,Niobium Oxide (Nb2O5),,,,,,,,2022
317,Conversion: Input Supply Chains,Condensation Catalyst,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Total Energy,3.2051631214448313,mmBtu/ton,,,,,,,,,2022
318,Conversion: Input Supply Chains,Condensation Catalyst,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Fossil Fuels,1.1805807701500595,mmBtu/ton,,,,,,,,,2022
319,Conversion: Input Supply Chains,Condensation Catalyst,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Coal,0.1235400907135582,mmBtu/ton,,,,,,,,,2022
320,Conversion: Input Supply Chains,Condensation Catalyst,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Natural Gas,0.6046700508347167,mmBtu/ton,,,,,,,,,2022
321,Conversion: Input Supply Chains,Condensation Catalyst,Niobium Oxide (Nb2O5),Catalyst,primary product,,     Petroleum,0.4523706286017845,mmBtu/ton,,,,,,,,,2022
322,Conversion: Input Supply Chains,Condensation Catalyst,Niobium Oxide (Nb2O5),Catalyst,primary product,,"Water consumption, gallons/ton",1778.0821568272393,gallons/ton,,,,,,,,,2022
